TCGA-2H-A9GK-01A	TCGA-LN-A4A4-01A	TCGA-L5-A4OI-01A	TCGA-L5-A4OM-01A	TCGA-L5-A4OG-01A	TCGA-L5-A88Y-01A	TCGA-L5-A4OR-11A	TCGA-R6-A6XQ-01B	TCGA-ZR-A9CJ-01B	TCGA-L5-A8NW-01A	TCGA-S8-A6BV-01A	TCGA-2H-A9GM-01A	TCGA-LN-A4A5-01A	TCGA-LN-A7HY-01A	TCGA-2H-A9GL-01A	TCGA-IG-A3YA-01A	TCGA-JY-A6FB-01A	TCGA-JY-A938-01A	TCGA-LN-A49Y-01A	TCGA-LN-A5U6-01A	TCGA-L5-A88S-01A	TCGA-JY-A6FD-01A	TCGA-LN-A4A1-01A	TCGA-JY-A6FA-01A	TCGA-JY-A93C-01A	TCGA-LN-A49O-01A	TCGA-L7-A6VZ-01A	TCGA-L5-A88Z-01A	TCGA-R6-A6DN-01B	TCGA-JY-A6FH-01A	TCGA-L5-A8NU-01A	TCGA-L5-A4OG-11A	TCGA-2H-A9GG-01A	TCGA-IG-A625-01A	TCGA-LN-A49U-01A	TCGA-V5-A7RE-01A	TCGA-Q9-A6FW-01A	TCGA-2H-A9GR-01A	TCGA-VR-A8ER-01A	TCGA-IG-A97H-01A	TCGA-IG-A3I8-01A	TCGA-L5-A8NL-01A	TCGA-LN-A7HZ-01A	TCGA-VR-A8ET-01A	TCGA-L5-A88T-01A	TCGA-L5-A43E-01A	TCGA-IG-A4QS-01A	TCGA-IG-A5B8-01A	TCGA-VR-A8EW-01A	TCGA-L5-A8NQ-01A	TCGA-IC-A6RE-01A	TCGA-VR-A8EP-01A	TCGA-IG-A97I-01A	TCGA-JY-A93D-01A	TCGA-R6-A8WC-01A	TCGA-L5-A8NJ-01A	TCGA-L5-A8NE-01A	TCGA-R6-A8W5-01B	TCGA-L5-A8NS-01A	TCGA-R6-A6L4-01A	TCGA-R6-A6Y0-01B	TCGA-L5-A4OQ-11A	TCGA-LN-A49X-01A	TCGA-LN-A9FP-01A	TCGA-VR-A8EX-01A	TCGA-L5-A4ON-01A	TCGA-VR-A8EO-01A	TCGA-LN-A49M-01A	TCGA-LN-A8I0-01A	TCGA-V5-AASX-01A	TCGA-LN-A49S-01A	TCGA-Z6-A8JD-01A	TCGA-L5-A88V-01A	TCGA-IG-A7DP-01A	TCGA-KH-A6WC-01A	TCGA-JY-A93E-01A	TCGA-V5-A7RC-06A	TCGA-VR-A8EY-01A	TCGA-2H-A9GJ-01A	TCGA-LN-A7HX-01A	TCGA-VR-AA4D-01A	TCGA-L5-A893-01A	TCGA-IC-A6RF-11A	TCGA-2H-A9GI-01A	TCGA-Z6-AAPN-01A	TCGA-LN-A8I1-01A	TCGA-LN-A49W-01A	TCGA-V5-AASW-01A	TCGA-IG-A8O2-01A	TCGA-V5-A7RC-01B	TCGA-VR-A8Q7-01A	TCGA-JY-A939-01A	TCGA-L5-A4OJ-11A	TCGA-L5-A4OX-01A	TCGA-L5-A4OU-01A	TCGA-IC-A6RE-11A	TCGA-R6-A8WG-01A	TCGA-L5-A8NV-01A	TCGA-L5-A8NF-01A	TCGA-Z6-A9VB-01A	TCGA-L5-A4OP-01A	TCGA-L5-A8NH-01A	TCGA-LN-A7HW-01A	TCGA-L7-A56G-01A	TCGA-LN-A7HV-01A	TCGA-V5-A7RE-11A	TCGA-IG-A5S3-01A	TCGA-L5-A4OT-01A	TCGA-L5-A4OH-01A	TCGA-L5-A8NR-01A	TCGA-JY-A6FE-01A	TCGA-IG-A4P3-01A	TCGA-IG-A3QL-01A	TCGA-Z6-A8JE-01A	TCGA-RE-A7BO-01A	TCGA-V5-AASX-11A	TCGA-XP-A8T6-01A	TCGA-IG-A3YB-01A	TCGA-VR-A8EQ-01A	TCGA-LN-A9FQ-01A	TCGA-IG-A50L-01A	TCGA-LN-A4A3-01A	TCGA-IC-A6RF-01A	TCGA-2H-A9GO-01A	TCGA-L5-A4OS-01A	TCGA-LN-A9FR-01A	TCGA-L5-A8NG-01A	TCGA-LN-A9FO-01A	TCGA-L5-A8NM-01A	TCGA-L5-A88W-01A	TCGA-L5-A8NT-01A	TCGA-L5-A891-01A	TCGA-VR-A8EU-01A	TCGA-JY-A93F-01A	TCGA-L5-A8NI-01A	TCGA-R6-A6KZ-01A	TCGA-R6-A8W8-01B	TCGA-R6-A6XG-01B	TCGA-LN-A49P-01A	TCGA-LN-A8HZ-01A	TCGA-LN-A4A9-01A	TCGA-VR-A8EZ-01A	TCGA-LN-A4A8-01A	TCGA-2H-A9GF-01A	TCGA-L5-A4OF-11A	TCGA-L5-A4OJ-01A	TCGA-L5-A4OO-11A	TCGA-L5-A43C-01A	TCGA-XP-A8T8-01A	TCGA-2H-A9GN-01A	TCGA-LN-A5U5-01A	TCGA-R6-A6DQ-01B	TCGA-2H-A9GH-01A	TCGA-JY-A6FG-01A	TCGA-LN-A5U7-01A	TCGA-IG-A51D-01A	TCGA-IG-A3YC-01A	TCGA-LN-A4MQ-01A	TCGA-L5-A43J-01A	TCGA-L5-A4OE-01A	TCGA-S8-A6BW-01A	TCGA-V5-A7RB-01A	TCGA-L5-A43C-11A	TCGA-M9-A5M8-01A	TCGA-VR-AA4G-01A	TCGA-L5-A8NK-01A	TCGA-V5-AASV-01A	TCGA-L5-A8NN-01A	TCGA-IG-A6QS-01A	TCGA-L5-A4OO-01A	TCGA-VR-AA7I-01A	TCGA-L5-A4OW-01A	TCGA-2H-A9GQ-01A
FRMD6	1.825503267	4.308858535	1.002294466	4.629345	2.639584	2.016542	0.9456395	1.898201949	3.435767	3.932719	1.917963	1.925958304	5.275559072	2.755507464	1.653257857	4.274177666	0.721443	1.930991134	3.71170359	5.047672	3.706077447	4.332747	4.49089	3.665251	1.862998601	5.11722	1.010556	3.838664668	2.817144	0.5439425	2.404805	1.598108012	1.332016953	3.607765	4.358057	0.2132394	3.499613	1.323773662	3.999311	4.002478332	4.219029	2.709777635	3.63775	4.78833853	3.887896836	0.672783125	1.200214668	4.273772323	4.178106	3.99907091	1.736994636	3.377826525	4.457279863	2.860041	0.652515	1.022446778	0.6847271	1.860483	2.67684087	3.365108	3.857606	2.685675	5.085867	3.777196	3.778454037	1.106275	3.138554443	4.692458	3.677614116	0.8462815	4.134704	4.790263267	1.205106	2.682439048	4.382533	1.709047	2.879173	3.346098	0.6852042	4.190387	0.540242969	2.716975028	4.628067131	0.735975905	3.620585	2.716587508	3.774736618	0.5159236	2.020486	3.55212	2.660681525	1.238556702	1.683811037	0.977255493	3.266455063	4.166842437	1.262736	1.773769901	0.971225501	4.310621265	0.918186	0.749995628	3.837536	3.956086	3.077933	0.563828138	4.032901696	2.618648232	1.047018695	1.937674087	3.426287807	3.995085777	3.119912	3.973608361	0.601214	0.3482912	4.158763746	3.91435	0.5014955	3.962379	3.893603781	4.028415859	5.461101	0.546025884	1.663902	4.978042	1.686160106	3.528231372	0.9326049	3.090466	3.58975113	0.8615184	4.059465	5.117819779	2.238879	2.277943173	1.340469	0.4319889	3.65271	4.335003	5.495329469	3.41560696	3.805363419	1.063402	1.483343	0.5469949	2.253638304	2.448358	4.166229436	1.732173461	2.898495	2.021124401	1.153581422	3.953511	4.500031236	2.957301	4.069436837	4.675646108	4.946007	2.800686	4.856491	1.922483	0.6251171	1.641160492	4.098563183	4.473265663	4.10559635	1.326222368	4.151796724	2.62755283	4.8796848	1.528103046	2.15877923
PHLDB2	1.971775544	2.744183766	0.557581877	4.64691	1.18118	1.346848	1.76178	0.68692462	3.329674	1.997376	1.485108	1.815168784	4.092610775	3.984781762	2.163355581	3.655186325	1.212217	1.692896765	2.345020206	2.448688	3.604821286	3.430512	3.381451	3.324657	1.034097207	3.39088	0.6339994	4.041175405	4.15697	0.6023163	2.356167	2.46313313	2.15436631	3.668687	4.250283	1.6118	1.967891	1.396301895	3.880219	4.140901872	3.278149	2.548932946	3.140754	3.589526363	1.464835767	0.440016854	0.702049253	3.07857128	4.425979	2.345162743	2.589851975	4.421182402	3.27823341	2.414623	1.371908	0.607849845	0.2613218	0.9749593	2.14329989	0.7199772	1.533078	3.644482	4.257072	4.089976	2.464008805	1.010759	1.628956531	2.689748	2.951117839	1.363043	2.098249	4.201512587	0.5450073	2.114793413	0.9021691	2.803672	3.371437	2.948851	0.4171219	2.791613	0.561565289	2.090063667	3.448457079	0.51022049	3.717043	2.718452662	2.436699019	0.5311177	1.838037	4.740688	5.404737221	1.898927529	2.227828552	0.764312111	2.097882142	0.96235137	2.584273	2.438533153	2.10566222	3.024206649	0.5251863	0.68839172	3.136383	2.56247	2.969153	1.160299222	2.044229408	1.980582784	0.776206284	3.210387281	4.297266005	3.182910859	4.476671	3.363092476	0.5325952	0.3715612	3.062829191	2.013086	1.281296	4.40466	4.776850359	3.324894053	3.403989	1.801460605	2.202282	3.584622	2.555383744	2.306792722	0.7246698	3.288296	2.55460351	0.4794574	3.645604	3.731413457	0.9909095	2.461389878	0.5108295	0.9348736	3.055931	4.311216	4.596190209	1.459218513	1.486593351	1.836621	2.238319	1.991975	3.170823686	1.562149	4.18781544	1.070476192	0.9367705	2.07500392	1.440076052	1.314606	4.081519807	3.794288	2.323684094	3.964976834	3.240015	3.339531	4.392618	0.6409211	1.871507	0.965108269	3.692492825	2.473353951	1.018444122	2.260752102	1.596285887	1.505103938	3.154332534	1.217416285	0.597482747
TUSC3	1.660115426	1.233827128	0.361291908	3.825221	1.601348	1.787142	0.7851431	1.636590094	1.726584	1.823131	1.405486	1.523284566	3.294193801	4.816868181	1.24296374	3.709706832	0.9768346	0.914606737	3.494467097	3.167237	3.726744255	3.373788	3.531694	2.527132	0.970520639	3.480967	0.6254525	3.233877732	0.5162423	0.2610796	1.786815	1.463079228	1.012251914	2.575428	4.626848	0.3370208	1.784748	0.859888765	2.940791	3.670499485	4.483452	2.225596155	4.068989	0.374840846	1.703746764	0.449013325	1.34986232	2.769575725	3.122445	2.625100349	1.19435394	3.044293596	3.078229412	2.057771	0.3107566	0.192356938	0.4033578	2.994213	1.317502052	1.543054	1.739626	2.846592	4.097012	2.930432	2.737678451	0.7859625	4.956100377	0.8086473	4.3395955	0.6613289	2.14411	2.939252763	0.9174524	1.970162392	1.772429	1.027039	3.267983	3.534498	0.413883	2.473693	0.428054011	1.389010221	2.98822591	0.639218671	0.3836121	4.521555103	3.868591518	0.3479479	4.498672	2.903739	3.490173804	1.283661806	2.198999062	0.574709088	1.410133183	1.472014797	1.032206	1.389430889	1.821097557	2.887223757	0.8220083	0.714827368	4.02379	3.527307	4.838562	0.423120497	5.014813461	1.477933252	0.512554446	0.799134031	3.072381683	2.560986403	5.169703	1.94364187	0.8467141	0.2480169	2.855541111	3.496497	0.5790328	3.761819	4.104111721	4.315489506	3.4414	1.175557098	3.330045	3.22045	1.20340127	4.19292381	0.5031603	2.518195	1.609428136	0.5320999	2.986166	2.915935009	1.28277	4.514591702	0.8359835	0.5769667	3.651949	3.087734	3.116662144	4.075750107	4.821158722	1.092353	1.352779	0.5831409	1.946368961	2.241236	0.470550684	3.138745298	5.551744	1.349597536	0.743158753	2.752356	3.803144862	3.798024	3.112455353	2.708938494	3.678426	1.177602	3.425038	0.8582997	1.049904	0.576239387	3.433938041	3.912877845	4.502739988	3.501928889	0.57632881	1.270990952	2.766761598	0.794278245	1.204221943
IL20RB	0.898858945	4.249413185	0.959819128	5.201795	2.743374	2.857731	0.2884869	3.595058953	0.5920972	4.638213	1.527236	2.225129453	4.026524751	2.01457457	0.446969346	1.130305787	0.4414421	1.417753332	4.402086472	5.994211	4.717551076	5.321539	5.905497	4.474314	1.00682693	6.173311	1.201461	4.286268634	0.637499	0.9780404	0.9230338	0.915558489	0.548898181	3.981913	1.658645	1.324181	3.680488	0.969168203	1.557707	6.530612257	2.327866	0.379908782	1.815695	5.410081235	5.17401095	0.381088904	2.310817254	5.807060799	5.816254	5.033425566	0.370768072	3.981039726	5.077959524	0.5483539	0.5552965	0.835083701	0.2519677	1.818131	1.241815262	4.500017	4.764771	0.5904979	0.6361125	1.409249	3.706344775	1.23252	0.668474625	5.215144	3.548537362	0.4322467	5.28908	4.922006578	1.421544	1.753139757	5.15668	0.7534259	3.820998	6.681727	1.591905	4.58394	0.462567413	2.914804501	3.972440239	0.424848853	3.216835	2.125264613	2.358024516	0.8182058	3.383349	4.711488	1.690171511	0.381837617	0.623151614	0.482765073	3.858846601	5.397732401	1.421771	1.979590534	1.205222145	3.125266604	1.727005	0.709395284	2.086449	4.993769	5.152101	0.90907393	2.498085413	0.67632417	0.912837018	1.014916276	1.496826031	5.203273708	0.8837018	1.709982231	0.3932173	0.2773512	3.294908374	3.075718	0.4079002	1.459237	4.474516834	5.479088725	2.024274	1.31055021	0.8779743	1.651013	1.737279205	4.23388714	0.5979735	5.418845	1.828057915	1.335311	5.679841	5.416202133	0.8098463	1.540269705	1.939748	0.7424378	2.594824	2.889804	5.3599269	1.761289123	1.362966361	0.8960168	0.7488869	0.539677	0.4779515	0.4293504	5.191634598	0.364627222	3.579748	3.531972552	1.541526772	5.948845	5.883566645	6.257877	3.919470253	4.064673939	1.545569	2.968468	4.101	2.814407	0.219289	1.191825762	6.485215138	5.241844012	5.462905196	0.858055469	5.086980118	1.052756266	3.907047828	1.758493196	0.149171713
KRT14	0.198640932	8.097068465	2.610900211	9.698255	8.354639	9.450163	4.291469	10.711860098	0.7692611	11.39386	6.583884	8.737975351	7.265549134	8.43847416	2.892475309	7.42244863	1.400442	5.202357591	7.475028429	11.80828	11.100282226	11.92841	11.94683	8.539605	3.943010288	11.84633	0.526725	9.100936775	0.2663135	2.822702	3.852928	0.847619563	0	4.384989	11.29774	3.256825	9.113483	0.035232622	6.141468	11.187889148	7.848531	0	5.884171	11.219506378	7.75872151	0.294017556	7.402195157	12.38166488	9.997273	11.974502149	2.54364339	9.592021503	10.301804332	0.1394191	0.8316549	4.347358387	0.6610847	0.1809169	0.254090364	9.77109	9.70411	0.006119448	9.376346	5.540486	11.19731795	5.907617	1.234860947	13.16507	12.318250106	0.2178525	10.41588	12.184981235	7.641517	1.3000412	9.877906	0.04228106	2.061919	12.10651	0.2240437	11.71741	1.369101928	8.671241409	11.713569749	0.199753659	10.3854	7.982547368	10.158841829	1.466645	5.913697	8.490619	3.312448768	0.078494751	3.45654142	3.139761586	0.534172726	7.169382923	0.02878544	6.519413894	0	10.130916349	0.1518666	0.628998561	10.26731	11.01994	11.60597	3.803711281	6.648241708	2.365797772	2.181025381	0.115433711	7.337545792	9.878947769	5.610599	8.496794144	1.71775	0.08432047	10.37736216	8.570854	4.538926	7.508499	11.54703976	11.116287274	9.988044	0.439448952	1.816842	10.64783	2.778824334	10.638054909	1.682436	12.61712	4.252446296	1.995617	12.44543	11.236576517	1.524438	0.180774791	6.856798	0.05169571	5.963304	10.13347	12.412997915	10.370626123	5.276279532	0.5586756	5.353495	0.03052537	0	0.04240019	9.149143823	1.612385201	7.021758	0.44046117	1.89571812	12.48626	11.404883955	10.6777	10.891205756	4.986828756	10.74335	10.59452	10.17155	8.551208	0.01345117	6.982308776	12.157032664	9.77575415	11.711857978	0.192441603	12.672051556	4.063840415	11.744259133	3.333362182	0.262188877
EPS8L3	5.310972396	0.010038581	5.646643499	0.3789484	3.471579	5.349236	2.731126	5.295144298	5.19797	3.656688	5.98646	5.530874187	0.019801614	0.006752081	4.579803063	0.132468101	5.380977	3.985123417	0.022454214	0.04701329	0.008010835	0.2894906	0	0.1008929	4.874905274	0.004814796	6.447729	0.219755077	4.126077	6.029026	4.281682	3.708561053	4.871418193	0.01498844	0.02889795	5.58437	4.278274	5.368438032	0.09226937	0.198929347	0.004707283	4.428518149	0	1.235635465	2.674350602	6.099122555	6.09663755	0.101432268	0.1311317	0.258088008	5.132467283	0.009944149	0.004553157	4.892756	4.595213	5.353778687	5.577182	4.46729	3.388944051	5.502641	4.583511	0.2197415	0.01358237	0.04561381	0	6.523533	0.335069093	0.00448877	0.373745883	4.416713	0.6405217	0.061624971	4.463395	3.053000291	0.004752804	5.58734	0.04737623	0.2287532	4.256482	0.004912971	4.001334576	5.162598368	0.470484271	5.392112627	0.0818442	0	0.037748257	4.97164	0.3851374	0.01945748	0.116925628	3.078349896	1.976984965	4.88642897	3.890583521	0.333614505	4.699984	5.648538535	5.718972711	0.070229127	5.854462	5.952545965	0	0.01080645	0	6.659257405	0.127399079	5.33148089	5.772967157	5.282779316	0.029013343	0.040076497	0.1795683	0.022081967	5.947799	4.358199	0.12554327	0.02336228	6.679807	0.1094907	0.004857926	0.006225859	0.1978989	6.138127561	4.643103	0.07281003	4.848159077	0.345583658	5.637365	0.1229985	2.84223657	7.209739	0.01103483	0.02938104	3.103145	4.117967799	5.483988	5.14569	0.244986	0.07039369	0.006976423	0.334166291	0.292514176	3.857143	4.253925	6.100865	1.815229748	4.548897	0.936212747	4.818016409	1.303415	4.899880169	5.633079321	0.1376039	0.106987904	0.1852093	0.016603139	0	0.02792796	4.512101	0.008003994	4.981248	1.974983	4.611214481	0.13208059	0.124572288	0.079757905	3.507236482	0.005643801	4.070579275	0.117367933	5.173379556	0.373380038
HSPA2	1.081450265	4.264387349	0.428209329	3.002616	1.617527	1.534321	1.188553	2.286809914	1.562165	2.0745	1.307927	1.324406535	4.178703653	3.527863686	1.259838794	5.422911238	0.9838101	1.962328713	3.713571147	3.354335	3.959584589	3.747016	5.428791	3.761881	1.338039278	4.831574	1.277637	1.445476731	2.253008	1.711453	2.165348	1.298477856	3.535618726	1.430285	3.370165	1.647032	1.555189	1.8397261	0.9427746	2.867408823	1.030347	1.946740545	1.086896	3.558320911	3.761983079	0.349881134	1.011258316	2.95605121	2.494307	3.5284609	1.635471397	1.863645311	4.59051881	1.719366	1.310036	1.281464783	1.637065	1.296292	1.554352658	1.672553	1.866869	5.002076	3.206382	5.223243	3.192407631	0.8073453	2.063359485	3.710791	1.610440014	2.04116	2.785657	5.573273621	2.210713	1.440563733	3.448952	1.500566	1.057269	3.758086	1.701904	3.062862	1.300379132	2.961314559	3.248815002	1.0134842	3.036932	1.276424354	2.600466919	1.142727	1.731194	1.957853	1.415258814	1.293735401	1.505427782	1.903474885	1.242043682	4.259907014	2.425235	1.486199934	0.692243605	1.815431144	1.196623	0.985230503	1.873239	2.723937	1.771773	0.906154145	2.124072982	1.807875109	0.846829358	0.791306062	2.987310483	3.066062432	1.659689	2.524884254	0.9089214	1.44001	3.93893631	2.585863	0.6848944	1.827075	2.371228547	4.437451533	1.154975	0.524158182	1.777551	4.252243	1.425935711	4.590518802	0.8467322	1.240686	2.788740645	0.7922169	2.231019	1.363247837	2.489323	1.52427346	1.546821	1.295655	1.950724	2.736378	2.868252692	1.697780897	4.323016516	2.001742	1.343823	1.207087	4.33308055	4.098567	1.849368141	2.177778681	1.176026	1.363738956	1.313914354	4.539086	2.850037824	4.552267	3.879202547	2.132031712	3.332346	1.393955	2.188834	1.99188	1.071883	1.097569362	3.216597501	4.129730298	2.050368834	1.275487459	4.559436579	1.319891213	3.640758828	0.932592496	1.384990531
DES	1.259341186	7.761256473	3.014524929	3.911109	1.581658	2.072266	4.679695	1.998923924	6.833679	0.1024027	5.492341	1.416267415	10.093557965	8.147538014	5.459619727	9.502796481	1.788334	5.909191075	4.238585643	4.4171	10.851448912	1.441816	3.066737	2.289452	3.635397953	3.071443	1.158821	4.261841462	2.110746	0.6190122	7.618901	5.892319344	4.642424189	6.964145	1.273818	1.488685	5.091422	5.675014526	0.2838781	0.884743753	6.20972	3.984128244	3.992851	0.13991769	7.880135499	1.282996659	1.305104003	0.873847732	2.475152	8.933020524	7.427153542	2.141157444	5.131782604	6.285045	0.8774348	2.987539964	0.7082879	1.676902	6.442891706	5.406505	0.3577643	10.95228	9.820653	11.56177	3.511581132	1.926972	0.251956299	4.416232	3.960074914	2.201412	5.204302	4.486546002	2.446473	6.912486747	6.552279	8.604528	1.192866	0.3132008	3.226429	2.077354	2.411049494	6.512348423	9.259026071	0.456619913	0.1371201	2.215216636	7.236062622	1.87416	7.88953	0.3041801	1.22225368	5.881860665	6.099090298	3.161973123	4.797987946	8.345265372	2.899419	6.957842731	5.433967955	2.701943803	2.094405	0.993906839	0.9613721	0.08903405	6.558249	2.411531759	6.628650659	5.943576878	1.188276613	4.823207264	1.415942304	6.554170001	4.349856	2.368076062	1.988009	2.476076	9.292713555	9.822876	0.1474468	7.84724	5.124480983	2.094600431	5.903654	0.63170952	1.93332	5.975545	4.988763337	1.846247831	3.168709	0.1312873	6.871538643	1.115746	5.390964	1.925523118	2.08396	2.016567183	0.09495065	0.3386294	8.653297	2.599684	7.202139844	3.590345658	2.366106355	4.485428	6.07893	1.099772	10.34918484	2.666968	0.461225166	1.507020705	5.181895	3.005991463	2.353583716	3.655854	1.399672201	7.382865	4.078781111	7.360613507	5.57418	3.148341	1.10441	3.382668	4.173787	2.409035906	3.150225187	6.996184756	2.121104742	0.493422737	6.059817705	5.458857797	8.107069674	3.815788316	4.157897831
SNAI2	3.160000639	4.768832273	1.052382867	4.695846	3.031238	3.054709	1.811568	1.487330134	4.170821	3.471466	2.284571	2.700317649	3.826499733	4.187364739	2.323126314	4.489128278	1.693609	2.144675812	4.737065573	5.06275	5.346229287	6.415322	5.751492	5.402499	2.103952266	6.740245	1.193774	5.449689565	1.646454	0.7839762	2.642457	2.393007437	1.894175381	4.509261	6.068889	0.8492243	2.756757	1.496948683	3.846392	5.049489594	6.092112	3.398227549	4.638465	4.784580338	3.122888787	0.794386624	2.262388677	5.132208805	4.741039	4.126464934	1.751603471	4.07962554	5.038249945	3.463146	1.535928	0.471105556	1.075786	2.943937	1.824977748	2.452819	2.011968	3.821008	6.218672	3.647814	3.226279407	1.666873	4.684314802	5.888729	4.507150286	1.602467	3.941767	6.117713653	2.121152	3.480187076	2.588022	1.828076	4.84075	5.712271	0.8503284	5.604555	1.058657602	1.85808202	4.040378644	1.116991873	6.11075	4.544528839	5.099940012	1.117628	3.534686	5.34003	3.104574554	1.787528237	2.771178416	1.53211788	3.440172682	1.725807199	1.220027	1.80029195	0.845947615	4.898384256	1.826678	1.420613137	5.398276	4.839814	4.513944	0.763522032	5.319287594	2.214774305	1.023851034	1.781758547	5.54908728	3.740584891	5.964963	4.978801538	1.913805	0.5014788	4.11499555	4.451671	1.302292	4.900343	5.361112112	5.513594157	4.650632	0.896430198	3.337543	5.593635	1.719358017	5.175794977	1.371673	5.583045	2.956600526	2.044454	6.194449	4.913065105	2.444535	2.46207008	2.23296	1.49117	3.929108	5.305276	5.825559738	3.892768468	4.157916127	1.464783	1.451916	1.415338	1.877917695	4.792756	3.947393663	2.537068598	5.520848	2.079865864	1.929647599	3.909622	6.084152318	5.702881	5.135438381	4.225975412	6.719911	2.996124	5.493563	1.889325	1.595713	1.902248502	4.78763802	4.199808981	5.723842102	0.802544347	6.082308826	2.774750519	4.851329426	1.722653029	2.032607839
GJB2	3.59183614	7.617099997	4.963168046	7.660119	7.897062	7.148456	2.13467	7.642633779	4.930103	8.405909	5.202799	6.218214201	4.053686348	6.234012485	2.863986657	6.525003358	3.755325	4.120730777	7.169895173	9.119338	6.090834688	8.861754	9.173252	8.473055	4.130621275	7.286134	2.82101	7.655332442	5.074497	4.054507	3.399395	1.954101622	1.873829145	5.583733	8.855873	3.88279	8.360741	4.182607496	5.596499	9.090382003	5.47304	4.462619162	3.851633	10.63822302	8.878245057	4.176409949	4.721837523	9.082976968	9.512095	9.429785064	4.006501837	8.31335797	7.692058216	3.105376	3.467411	4.123822715	4.193863	3.256932	4.584741461	8.694456	8.833154	0.5255154	6.457497	4.505638	8.852820848	4.613039	1.904775594	9.568274	7.302655066	3.882795	9.321887	8.87121884	5.413725	3.620870907	9.762946	1.825213	5.40188	6.440007	3.067235	7.090974	5.204877667	7.772711476	8.26917625	4.841446031	9.546816	6.125375623	8.102499608	5.174453	4.654812	7.589347	3.109536928	2.948618665	2.705848602	4.578404719	4.844638528	9.731008943	1.85855	5.20521137	4.279327815	8.074248778	5.622437	3.834060671	8.052331	9.489974	8.076826	3.535380229	5.770754415	4.057001044	3.437039368	4.077379818	5.194624221	7.434806538	6.187176	4.266922649	3.578332	2.905925	8.343313612	1.51864	4.451329	6.443941	6.989496238	9.260010753	8.462977	3.876499961	3.395653	7.275592	2.997587217	6.775133484	5.364072	9.705021	5.490517362	4.219156	8.416677	9.722213361	3.065837	3.959175991	5.811534	2.399047	6.077848	7.247198	7.76489188	4.621904585	4.833810088	4.97936	3.319082	5.17254	0.825241371	4.23524	6.788386364	4.843377549	4.476656	5.825728173	4.064127964	10.79982	8.684651794	8.048477	7.51181072	7.220185337	5.762252	8.187724	6.515547	6.804109	1.374888	6.316736016	8.246227025	9.015004637	7.258468544	1.958404933	6.525287556	4.790516575	8.168630432	5.23357293	2.845610058
BICD2	3.327684862	6.7347134	3.471009419	5.345567	3.890165	4.072389	2.154658	3.960050645	3.008841	5.533177	3.552712	3.679801236	4.166775738	3.829331709	2.910212779	4.631856137	3.470397	4.038310836	3.370991605	6.265278	4.048476513	5.014491	5.18506	5.480336	3.312078699	6.797773	4.331009	5.32545329	3.484707	3.548555	3.137266	2.605079982	2.417516299	5.672776	5.720193	2.76192	4.108343	2.909303784	6.543687	5.853523728	4.808644	3.419991566	4.576674	5.304871277	5.195154224	2.871426512	3.100974368	4.813863286	5.568213	5.104364263	2.746229864	4.916724344	6.087675628	3.521432	3.153855	2.8119074	2.394264	3.302154	3.020690113	4.575488	4.640035	4.079656	5.244101	4.998371	5.306036486	3.076364	3.841629805	6.222313	5.502283815	4.036237	4.438578	4.276873833	3.582249	2.948837793	5.265312	2.992407	4.881036	5.11963	3.118403	5.197874	3.530036301	3.816579737	5.123103075	2.614319577	4.74654	3.493674986	3.974634279	2.936935	3.419551	5.654845	4.014630667	2.49411071	2.649283717	3.445157744	3.248022312	4.82018807	3.044013	3.106442575	2.556726077	6.238372186	3.135074	3.057229482	4.913522	4.99342	6.629946	2.228982623	3.489861925	3.522819053	3.018656234	3.024608929	4.469024566	5.051032847	4.968717	3.797468425	2.06229	4.318138	5.308666141	4.384867	2.704502	5.778367	6.502208217	4.931788308	4.946422	2.878112979	3.402467	5.75171	2.872644379	3.819248588	3.194799	5.828249	3.777626852	2.977659	5.040354	6.076216545	3.136106	2.775346571	3.37031	2.15401	5.491089	6.043087	5.754312425	4.452739604	4.937999679	3.295804	3.20216	2.833966	3.115550227	3.054898	5.814740162	2.922126404	4.767422	3.059439072	2.420388213	6.40102	5.576892438	4.589358	4.373322346	6.131329999	4.517299	4.636149	6.29349	3.631711	2.105869	3.685169684	5.57797969	5.401561945	5.525050219	2.506773665	6.310643891	3.390182124	5.637235379	2.978543746	3.523866949
